Item No.,mat_partcode,mat_partname,mat_maker,unit
NIPPON,,,,
RM-00001-NIPPON-L,UL 3265 AWG26 BLACK-LTK,Wire,LTK,meter
RM-00002-NIPPON,UL 3265 AWG30 BLACK-LTK,Wire,LTK,meter
RM-00003-NIPPON,GHR-05V-S,HOUSING,JST,pcs
RM-00004-NIPPON,SSHL-002T-P0.2,TERMINAL,JST,pcs
RM-00005-NIPPON,#248 19mm BLACK,TAPE,DENKA,meter
RM-00006-NIPPON,SHR-05V-S-B,HOUSING,JST,pcs
RM-00007-NIPPON,SSH-003T-P0.2-H,Terminal,JST,pcs
RM-00008-NIPPON,87421-0000,Terminal,MOLEX,pcs
RM-00009-NIPPON,87439-0400,Terminal,MOLEX,pcs
RM-00010-NIPPON,UL 3265 AWG28 BLACK-LTK,Wire,LTK,meter
RM-00011-NIPPON,ZHR-2,Housing,JST,pcs
RM-00012-NIPPON,SZH-002T-P0.5,Terminal,JST,pcs
RM-00013-NIPPON,87439-0600,Housing,MOLEX,pcs
RM-00013-NIPPON,87439-0700,Housing,MOLEX,pcs
RM-00014-NIPPON,UL 3265 AWG28 RED-LTK,Wire,LTK,meter
RM-00015-NIPPON,GHR-06V-S,HOUSING,JST,pcs
RM-00016-NIPPON,UL 3265 AWG30 BLACK P300,Wire,SUMITOMO,meter
RM-00017-NIPPON,UL 3265 AWG26 BLACK P300,Wire,SUMITOMO,meter
RM-00018-NIPPON,UL 3265 AWG28 WHITE P300,Wire,SUMITOMO,meter
RM-00019-NIPPON,UL 3265 AWG28  WHITE-LTK,Wire,LTK,meter
RM-00020-NIPPON,GHR-02V-S,HOUSING,JST,pcs
RM-00021-NIPPON,#248 G 19mm GRAY,TAPE,DENKA,meter
BIPH,,,,
RM-01310-TJP BRO,SMP-04V-BC,Connector,JST,pcs
RM-01311-TJP BRO,SMR-04V-B,Connector,JST,pcs
RM-01312-TJP BRO,DF1B-20DS-2.5RC,Connector,HIROSE,pcs
RM-01315-TJP BRO,RK2005T-T,Terminal,RENKYO,pcs
RM-01316-TJP BRO,RK2005H-D12-00,Housing,RENKYO,pcs
RM-01324-TJP BRO,RK4000T-T,Terminal,RENKYO,pcs
RM-01325-TJP BRO,RK4000H-02,Housing,RENKYO,pcs
RM-01326-TJP BRO,SUMITUBE F2(Z) 7x0.25 BLACK,Tube,SUMITOMO,meter
RM-01327-TJP BRO,PH-4YIGW (WT1),Housing,CWB,pcs
RM-01328-TJP BRO,PH-3YIGW (WT1),Housing,CWB,pcs
RM-01329-TJP BRO,PH-2YIGW (WT1),Housing,CWB,pcs
RM-01330-TJP BRO,PH-4YIGW (BK1),Housing,CWB,pcs
RM-01331-TJP BRO,PH-7YI GW (WT1) WHITE,Housing 1,CWB,pcs
RM-01332-TJP BRO,03KR-6H-P WHITE,Connector,JST,pcs
RM-01333-TJP BRO,PHR-2YI GW (RD1),Housing,CWB,pcs
RM-01336-TJP BRO,0707-1-CN,INLET,INALWAYS,pcs
RM-01337-TJP BRO,ST-A01-002LB-02,INLET,ZHEJIANG BEI ER JIA,pcs
TJP NAGANUMA,,,,
RM-00001-TJP NAGANUMA,AVSS 0.3f BLACK,Wire,XINYA,meter
RM-00002-TJP NAGANUMA,AVSS 0.3f RED,Wire,XINYA,meter
RM-00003-TJP NAGANUMA,AVSS 0.3f YELLOW,Wire,XINYA,meter
RM-00004-TJP NAGANUMA,6189-1132,Housing,SUMITOMO DENSO,pcs
RM-00005-TJP NAGANUMA,8100-3455,Terminal,SUMITOMO DENSO,pcs
RM-00006-TJP NAGANUMA,7188-3377-40_NN,Housing,YAZAKI,meter
RM-00007-TJP NAGANUMA,7114-7386-02_NN,Terminal,YAZAKI,meter
RM-00008-TJP NAGANUMA,234W 0.13x19x20m BLACK,Tape,DENKA,meter
RM-00009-TJP NAGANUMA,234W 0.13x19mm YELLOW,Tape,DENKA,meter
RM-00010-TJP NAGANUMA,AH-3 AWG4 BLACK,Tube,IWASE,meter
RM-00011-TJP NAGANUMA,AH-6 AWG6/16 BLACK,Tube,IWASE,meter
RM-00012-TJP NAGANUMA,7165-1198,Wire Seal,SUMITOMO DENSO,pcs
RM-00013-TJP NAGANUMA,6189-1129,Housing,SUMITOMO DENSO,pcs
RM-00014-TJP NAGANUMA,29014-M2,Splice Terminal,NIPPON TANSHI,pcs
RM-00015-TJP NAGANUMA,AH-3 AWG6 BLACK,Tube,IWASE,meter
RM-00016-TJP NAGANUMA,AVSS 1.25F WHITE,Wire ,XINYA,meter
RM-00017-TJP NAGANUMA,AVSS 1.25F BLUE,Wire ,XINYA,meter
RM-00018-TJP NAGANUMA,AVSS 0.5F BLACK,Wire ,XINYA,meter
RM-00019-TJP NAGANUMA,AVSS 0.5F WHITE,Wire ,XINYA,meter
RM-00020-TJP NAGANUMA,AVSS 0.5F LIGHT GREEN,Wire ,XINYA,meter
RM-00021-TJP NAGANUMA,AVSS 0.5F BLUE,Wire ,XINYA,meter
RM-00022-TJP NAGANUMA,AVSS 0.5F YELLOW,Wire ,XINYA,meter
RM-00023-TJP NAGANUMA,7116-7389-02_NN,Terminal,YAZAKI,pcs
RM-00024-TJP NAGANUMA,7116-7390-02_NN,Terminal,YAZAKI,pcs
RM-00025-TJP NAGANUMA,7116-1180P_NN,Terminal,YAZAKI,pcs
RM-00026-TJP NAGANUMA,7116-1181P_NN,Terminal,YAZAKI,pcs
RM-00027-TJP NAGANUMA,7116-4021P_NN,Terminal,YAZAKI,pcs
RM-00028-TJP NAGANUMA,7123-1460_NN,Housing,YAZAKI,pcs
RM-00029-TJP NAGANUMA,7283-1020_NN,Housing,YAZAKI,pcs
RM-00030-TJP NAGANUMA,AH-6 AWG0 BLACK,Tube,IWASE,meter
RM-00031-TJP NAGANUMA,234W 0.13x19mm WHITE,Tape,DENKA,meter
RM-00032-TJP NAGANUMA,AVSS 0.5F BLUE/WHITE,Wire,XINYA,meter
RM-00033-TJP NAGANUMA,AVSS 1.25F RED,Wire,XINYA,meter
RM-00034-TJP NAGANUMA,AVSS 0.3f PINK,Wire,XINYA,meter
RM-00035-TJP NAGANUMA,AVSS 1.25F ORANGE,Wire,XINYA,meter
RM-00036-TJP NAGANUMA,AVSS 0.5F ORANGE,Wire,XINYA,meter
RM-00037-TJP NAGANUMA,AVSS 1.25F BLACK,Wire,XINYA,meter
RM-00038-TJP NAGANUMA,AVSS 0.5F BLACK/BLUE,Wire,XINYA,meter
RM-00039-TJP NAGANUMA,AVSS 2.0F GREEN,Wire,XINYA,meter
RM-00040-TJP NAGANUMA,6098-6203,Housing,SUMITOMO,pcs
RM-00041-TJP NAGANUMA,7186-8849-30_NN,Housing,YAZAKI,pcs
RM-00042-TJP NAGANUMA,7188-3378_NN,Housing,YAZAKI,pcs
RM-00043-TJP NAGANUMA,7188-3376-90_NN,Housing,YAZAKI,pcs
RM-00044-TJP NAGANUMA,7188-3379-80_NN,Housing,YAZAKI,pcs
RM-00045-TJP NAGANUMA,8240-0213,Terminal,SUMITOMO,pcs
RM-00046-TJP NAGANUMA,8240-0214,Terminal,SUMITOMO,pcs
RM-00047-TJP NAGANUMA,8240-0215,Terminal,SUMITOMO,pcs
RM-00048-TJP NAGANUMA,7114-4111-02_NN,Terminal,YAZAKI,pcs
RM-00049-TJP NAGANUMA,7114-7388-02_NN,Terminal,YAZAKI,pcs
RM-00050-TJP NAGANUMA,7114-7387-02_NN,Terminal,YAZAKI,pcs
RM-00051-TJP NAGANUMA,82711-16830_NN,Clamp,DAIWA KASEI,pcs
RM-00052-TJP NAGANUMA,AH-3 AWG1 BLACK,Tube,IWASE,pcs
RM-00053-TJP NAGANUMA,AH-3 AWG2 BLACK,Tube,IWASE,pcs
RM-00054-TJP NAGANUMA,59016-M2,Splice Terminal,NIPPON TANSHI,pcs
RM-00055-TJP NAGANUMA,POP-7947-2 NATURAL_NN,Clip Coupler,POP RIVET,pcs
RM-00056-TJP NAGANUMA,QR LABEL (FU-526K-109-),Label,,pcs
RM-00057-TJP NAGANUMA,QR LABEL (FB-522K-457-),Label,,pcs
RM-00058-TJP NAGANUMA,7187-8847_NN,Housing,YAZAKI,pcs
RM-00059-TJP NAGANUMA,AVSS 1.25F YELLOW,Wire ,XINYA,meter
RM-00060-TJP NAGANUMA,QR LABEL (FU 525K 143),Label,,pcs
RM-00061-TJP NAGANUMA,QR LABEL (FU 536K 443),Label,,pcs
RM-00062-TJP NAGANUMA,AVSS 0.5f PINK,Wire,XINYA,meter
RM-00063-TJP NAGANUMA,CDP-B905-1 Ø5 Slit Black,CORRUGATED TUBE,NISSEI ECO,meter
RM-00064-TJP NAGANUMA,51608 BLACK 19mm_NN,Tape,TESA,meter
RM-00065-TJP NAGANUMA,AH-6 AWG7/16 BLACK,Tube,IWASE,meter
RM-00066-TJP NAGANUMA,CDP-B913-1 Ø13 Slit Black,CORRUGATED TUBE,NISSEI ECO,meter
RM-00067-TJP NAGANUMA,AVSS 2.0F RED,Wire,XINYA,meter
RM-00068-TJP NAGANUMA,AVSS 2.0F WHITE,Wire,XINYA,meter
RM-00069-TJP NAGANUMA,AVSS 2.0F BLACK,Wire,XINYA,meter
RM-00070-TJP NAGANUMA,AVSS 2.0F BLUE,Wire,XINYA,meter
RM-00071-TJP NAGANUMA,AVSS 0.5F VIOLET,Wire,XINYA,meter
RM-00072-TJP NAGANUMA,7223-6717_NN,Housing,YAZAKI,pcs
RM-00073-TJP NAGANUMA,MT095-94280_NN,Terminal,FURUKAWA,pcs
RM-00074-TJP NAGANUMA,7116-4022_NN,Terminal,YAZAKI,pcs
RM-00075-TJP NAGANUMA,6098-2830,housing,SUMITOMO,pcs
RM-00076-TJP NAGANUMA,5-968075-2,Terminal,TYCO,pcs
RM-00077-TJP NAGANUMA,7186-8846 WHITE,Housing,YAZAKI,meter
RM-00078-TJP NAGANUMA,7187-8854-30,Housing,YAZAKI,pcs
RM-00080-TJP NAGANUMA,AH-6 AWG8/16,Tube,IWASE,meter
RM-00081-TJP NAGANUMA,QR LABEL (FU-555K-409-),Label,,pcs
RM-00082-TJP NAGANUMA,968075-2_NN,Terminal,YAZAKI,pcs
RM-00083-TJP NAGANUMA,QR LABEL (FU-54RK-109-),Label,,pcs
RM-00084-TJP NAGANUMA,7186-8849_NN,Housing,YAZAKI,pcs
RM-00085-TJP NAGANUMA,7186-8847_NN,Housing,YAZAKI,pcs
SEMITEC,,,,
RM-00001-SEPI,T5003T0B-2,Terminal,JSWT,pcs
RM-00002-SEPI,179228-2,Connector,TYCO,pcs
RM-00003-SEPI,179609-1,Terminal,TYCO,pcs
RM-00004-SEPI,UL 3944 AWG28 BLUE P300,Wire,SUMITOMO,meter
RM-00006-SEPI,SHLP-02V-S-B,Housing,JST,pcs
RM-00007-SEPI,UL 3398 AWG26 BLACK P300,Wire,SUMITOMO,meter
RM-00008-SEPI,LLS219-B18,Solder Bar,SOLDER COAT,kg
RM-00009-SEPI,DF1E-2S-2.5C,Housing,HIROSE,pcs
RM-00010-SEPI,DF1B-2428SCF,Terminal,HIROSE,pcs
RM-00011-SEPI,2420 F(5-0TT2420F-40-TA),Twist Tube,FEDERAL MOGUL,pcs
RM-00012-SEPI,6098-4978 WHITE,Housing,SUMITOMO DENSO,pcs
RM-00013-SEPI,T30S-PM46,Binder,TYTON,pcs
RM-00014-SEPI,8100-4029,Terminal,SUMITOMO DENSO,pcs
RM-00015-SEPI,SUMITUBE F2(Z) 1.5x0.2 WHITE,Tube,SUMITOMO,meter
RM-00016-SEPI,CIVUS 0.35 SQ YELLOW,Wire,YAZAKI,meter
RM-00017-SEPI,AH105 5X6 Black,Tube,IWASE,meter
RM-00018-SEPI,ZHR-2,Housing,JST,pcs
RM-00019-SEPI,SZH-003T-P0.5,Terminal,JST,pcs
RM-00020-SEPI,UL 1685 AWG30 BLACK,Wire,HITACHI/PROTERIAL,meter
RM-00021-SEPI,SSHL-003T-P0.2,Terminal,JST,pcs
RM-00022-SEPI,234W 0.13x19x20m BLACK,Tape,DENKA,meter
RM-00023-SEPI,SZH-002T-P0.5,Terminal,JST,pcs
RM-00024-SEPI,SUMITUBE F2(Z) 3x0.25 BLACK,Tube,SUMITOMO,meter
RM-00025-SEPI,6098-5070,Housing,SUMITOMO DENSO,pcs
RM-00026-SEPI,POP-7953-2,Coupler,POP RIVET,pcs
RM-00027-SEPI,8100-4028,Terminal,SUMITOMO DENSO,pcs
RM-00028-SEPI,FN2-M4,Terminal,JST,pcs
RM-00029-SEPI,STO-61T-250N,Terminal,JST,
RM-00031-SEPI,6098-5090,Housing,SUMITOMO DENSO,pcs
RM-00032-SEPI,CDP-B905-1 Ø5 Slit Black,Corrugated Tube,NISSEI,pcs
RM-00033-SEPI,RR30SWPM5,Binder,TYTON,pcs
RM-00035-SEPI,CDP-B905-1 Ø5 (130mm),Corrugated Tube,NISSEI,meter
RM-00036-SEPI,CDP-B905-1 Ø5 (120mm),Corrugated Tube,NISSEI,meter
RM-00037-SEPI,1-179228-0,Housing,TYCO,pcs
RM-00038-SEPI,SUMITUBE F2(Z) 1.5x0.2 BLACK,Tube,SUMITOMO,meter
RM-00039-SEPI,CDP-B905-1 5Ø (70mm),Corrugated Tube,NISSEI,meter
RM-00040-SEPI,CDP-B905-1 5Ø (240mm),Corrugated Tube,NISSEI,meter
RM-00041-SEPI,CDP-B905-1 5Ø (390mm),Corrugated Tube,NISSEI,meter
RM-00042-SEPI,POP-K4575-1,Coupler,POP RIVET,pcs
RM-00043-SEPI,6098-5257,Housing,SUMITOMO DENSO,pcs
RM-00044-SEPI,6098-4979,Housing,SUMITOMO DENSO,pcs
RM-00045-SEPI,POP-K2498-1,Coupler,POP RIVET,
RM-00047-SEPI,6098-4943,Thermistor,SEMITEC,meter
RM-00048-SEPI,AH105 6X7 Black,Tube,IWASE,meter
RM-00049-SEPI,CDP-B905-1 5Ø (65mm),Corrugated Tube,NISSEI,meter
RM-00050-SEPI,UL 3398 AWG26 RED P300,Wire,SUMITOMO,meter
RM-00051-SEPI,179228-4,Housing,TYCO,pcs
RM-00052-SEPI,179227-1,Terminal,TYCO,pcs
RM-00053-SEPI,2Z2E-2-0-074-01,Clamp,NIFCO,pcs
RM-00054-SEPI,6098-5011,Housing,SUMITOMO DENSO,pcs
RM-00055-SEPI,179228-9,Housing,TYCO,pcs
RM-00056-SEPI,UL 3398 AWG26 WHITE P300,Wire,SUMITOMO,meter
RM-00057-SEPI,UL 1685 AWG30 RED,Wire,HITACHI/PROTERIAL,meter
RM-00058-SEPI,UL 3302 AWG26 BLACK P300,Wire,SUMITOMO,meter
RM-00059-SEPI,50212-8000,Terminal,MOLEX,pcs
RM-00060-SEPI,51090-0500,Housing,MOLEX,pcs
RM-00061-SEPI,UL 3398 AWG26 BLUE P300,Wire,SUMITOMO,meter
RM-00062-SEPI,UL 3398 AWG26 YELLOW P300,Wire,SUMITOMO,meter
RM-00063-SEPI,UL 3861 AWG27 VIOLET P300,Wire,SUMITOMO,meter
RM-00064-SEPI,POP-7947-2 NATURAL,Clip Coupler,POP RIVET,pcs
RM-00065-SEPI,6098-5071 WHITE,Housing,SUMITOMO DENSO,pcs
RM-00066-SEPI,AVSS 0.3SQ RED,Wire,YAZAKI,meter
RM-00067-SEPI,AVSS 0.3SQ YELLOW,Wire,YAZAKI,meter
RM-00068-SEPI,AVSS 0.3SQ BLUE,Wire,YAZAKI,meter
RM-00069-SEPI,CIVUS 0.35 PVC 100°C BLACK,Wire,YAZAKI,meter
RM-00070-SEPI,CIVUS 0.35 PVC 100°C WHITE,Wire,YAZAKI,meter
RM-00071-SEPI,CIVUS 0.35 PVC 100°C YELLOW,Wire,YAZAKI,meter
RM-00072-SEPI,CIVUS 0.35 PVC 100°C BLUE,Wire,YAZAKI,meter
RM-00073-SEPI,CIVUS 0.35 PVC 100°C LIGHT GREEN,Wire,YAZAKI,meter
RM-00074-SEPI,CIVUS 0.35 PVC 100°C PINK,Wire,YAZAKI,meter
RM-00075-SEPI,CIVUS 0.35 PVC 100°C SKY BLUE,Wire,YAZAKI,meter
RM-00076-SEPI,CIVUS 0.35 PVC 100°C RED,Wire,KHD,meter
RM-00077-SEPI,SPHD-001T-P0.5,Terminal,JST,pcs
RM-00078-SEPI,PAP-04V-S,Housing,JST,pcs
RM-00079-SEPI,6098-4944,Housing,SUMITOMO DENSO,pcs
RM-00080-SEPI,AVSS0.3f PVC80°C LIGHT BLUE,Wire,YAZAKI,meter
RM-00081-SEPI,AVSS0.3f PVC80°C PINK,Wire,YAZAKI,meter
RM-00082-SEPI,AVSS0.3f PVC80°C BLACK,Wire,YAZAKI,meter
RM-00083-SEPI,AVSS0.3f PVC80°C WHITE,Wire,YAZAKI,meter
RM-00084-SEPI,AVSS0.3f PVC80°C RED,Wire,YAZAKI,meter
RM-00085-SEPI,AVSS0.3f PVC80°C YELLOW,Wire,YAZAKI,meter
RM-00086-SEPI,CIVUS 0.35 SQ GREEN,Wire,KHD,meter
RM-00087-SEPI,AVSS 0.3 BLACK,Wire,SUMITOMO,meter
RM-00088-SEPI,AVSS0.3 PVC80°C BLACK,Wire,SUMITOMO DENSO,meter
RM-00089-SEPI,M705 (Eco Solder),Solder Bar,SENJU,pcs
RM-00090-SEPI,AVSS0.3 PVC80°C LIGHT BLUE,Wire,SUMITOMO DENSO,meter
RM-00091-SEPI,AVSS0.3 PVC80°C GREEN,Wire,SUMITOMO DENSO,meter
RM-00092-SEPI,AVSS0.3 PVC80°C RED,Wire,SUMITOMO DENSO,meter
RM-00093-SEPI,AVSS0.3f PVC80°C BLUE,Wire,YAZAKI,meter
RM-00094-SEPI,2420F BLACK Ø5mm x 65mm,Twist Tube,FEDERAL MOGUL,
RM-00095-SEPI,6910-0120,Coupler,SUMITOMO DENSO,pcs
RM-00097-SEPI,SPH-002T-P0.5L,Terminal,JST,pcs
RM-00098-SEPI,PHNR-02-H,Terminal,JST,pcs
RM-00099-SEPI,POP-7593,Coupler,POP RIVET,pcs
RM-00100-SEPI,AH105 4X5 Black,Tube,IWASE,meter
RM-00101-SEPI,2420 F Ø5mm x 70mm BLACK,Twist Tube,FEDERAL MOGUL,pcs
RM-00102-SEPI,8100-3622,Terminal,SUMITOMO DENSO,pcs
RM-00103-SEPI,6098-3803,Housing,SUMITOMO DENSO,pcs
RM-00104-SEPI,82711-1E320 (PP/PE),Clamp,YAMATO KASEI,pcs
RM-00105-SEPI,8230-5379,Terminal,SUMITOMO DENSO,pcs
RM-00106-SEPI,6098-5310,Housing,SUMITOMO DENSO,pcs
RM-00107-SEPI,B0012 00839,Clamp,PIOLAX,pcs
RM-00108-SEPI,8100-3623,Terminal,SUMITOMO DENSO,pcs
RM-00109-SEPI,82711-1E360,Clamp,DAIWA KASEI,pcs
RM-00110-SEPI,7187-8845-90,Housing,YAZAKI,meter
RM-00111-SEPI,7116-7389-02,Terminal,YAZAKI,pcs
RM-00112-SEPI,179228-6,Housing,TYCO,pcs
RM-00113-SEPI,7186-8846 WHITE,Housing,YAZAKI,meter
RM-00114-SEPI,7114-7386-02,Terminal,YAZAKI,meter
RM-00115-SEPI,234W 0.13x30 BLACK,Tape,DENKA,meter
RM-00116-SEPI,BB05K085 (SEMITEC SUPPLIED),Wire,SUMITOMO,meter
RM-00117-SEPI,UL 10518 AWG26 (7/0.16) WHITE,Wire,KURABE,meter
RM-00118-SEPI,SYM-001T-P0.6,Terminal 2,JST,pcs
RM-00119-SEPI,T18R-V0,Cable,TYTON,pcs
RM-00120-SEPI,HG-3EØ3.5 WHITE,Tube,KURABE,meter
RM-00121-SEPI,HG-3EØ5 WHITE,Tube,KURABE,meter
RM-00122-SEPI,UL 3826 AWG26 (7/0.16) WHITE P200,Wire,SUMITOMO,meter
RM-00123-SEPI,179228-3,Housing,TYCO,pcs
RM-00124-SEPI,292254-3,Housing,TYCO,pcs
RM-00125-SEPI,UL 3826 AWG26 (7/0.16) BLACK P200,Wire,SUMITOMO,meter
RM-00126-SEPI,SCZH-002T-P0.5,Terminal,JST,pcs
RM-00127-SEPI,RCZR-06V-PS-S,Housing,JST,pcs
RM-00128-SEPI,UL 10485 AWG26 (7/0.16) BLACK ,Wire,KURABE,meter
RM-00129-SEPI,353907-1,Terminal,TYCO,pc
RM-00130-SEPI,353908-2 WHITE,Housing,TYCO,pc
RM-00131-SEPI,SUMITUBE F2(Z) 2x0.2 BLACK,Tube,SUMITOMO,meter
RM-00132-SEPI,RCZR-04V-PS-S,Housing,JST,pcs
RM-00133-SEPI,UL 4484 AWG26 (7/0.16) BLACK P300,Wire,SUMITOMO,meter
RM-00134-SEPI,AVSS0.3 PVC80°C WHITE,WIRE,IEWP,meter
RM-00135-SEPI,AVSS0.3 PVC80°C BLUE,WIRE,IEWP,meter
RM-00137-SEPI,AVSS0.3 PVC80°C SKY BLUE,WIRE,IEWP,meter
RM-00138-SEPI,AVSS0.3 PVC80°C GRAY,WIRE,IEWP,meter
RM-00139-SEPI,AVSS0.3 PVC80°C PINK,WIRE,IEWP,meter
RM-00141-SEPI,SUMITUBE F2(Z) 2x0.2 WHITE,Tube,SUMITOMO,meter
RM-00142-SEPI,51090-0200,Housing,MOLEX,pcs
RM-00144-SEPI,6068-4944,Housing,SUMITOMO DENSO,pcs
RM-00145-SEPI,7187-8846,Housing,YAZAKI,pcs
CANON,,,,
RM2-7828-000,UL 3757 AWG18 BLACK,Wire,HEWTECH,meter
RM2-7828-000,UL 3757 AWG18 WHITE,Wire,HEWTECH,meter
RM2-7828-000,SUMITUBE F2(Z) 4x0.25 BLACK,Tube,SUMITOMO,meter
RM2-7828-000,ST-A01-003J1-B,Inlet,ZHEJIANG BEI ER JIA,pcs
RM2-7828-000,5298T (8700106),Terminal,MOLEX,pcs
RM2-7828-000,GR (U-1) LLS227CN,Solder Wire,SOLDER COAT,kg
RM2-7838-000,UL 10272 AWG26 VIOLET,Wire,HITACHI,meter
RM2-7838-000,2-353293-7 (VS1-7208-007),Connector,TYCO,pcs
RM2-7964-000,UL 10272 AWG26 VIOLET,Wire,HITACHI,meter
RM2-7964-000,2-353293-7 (VS1-7208-007),Connector,TYCO,pcs
RM2-7986-000,UL 10272 AWG26 VIOLET,Wire,HITACHI,meter
RM2-7986-000,2-353293-6 (VS1-7208-006),Connector,TYCO,pcs
FM2-C860-000,UL 10272 AWG26 VIOLET,Wire,HITACHI,meter
FM2-C860-000,8-292112-2 (VS1-7178-002),Connector,TYCO,pcs
FM2-C860-000,8-292155-2 (VS1-7177-002),Connector,TYCO,pcs
FM2-C860-000,T18R-V0,Binder,TYTON,pcs
FM2-C861-000,UL 10272 AWG26 VIOLET,Wire,HITACHI,meter
FM2-C861-000,2-353293-6 (VS1-7208-006),Connector,TYCO,pcs
FM2-C861-000,SXA-001T-P0.6,Terminal,JST,pcs
FM2-C861-000,XAP-02V-1,Housing,JST,pcs
FM2-C859-000,UL 10272 AWG26 VIOLET,Wire,HITACHI,meter
FM2-C859-000,2-353293-8 (VS1-7208-008),Connector,TYCO,pcs
FM2-C859-000,T18R-V0,Binder,TYTON,pcs
FM2-C868-000,UL 10272 AWG26 VIOLET,Wire,HITACHI,meter
FM2-C868-000,2-353293-6 (VS1-7208-006),Connector,TYCO,pcs
FM2-C868-000,SXA-001T-P0.6,Terminal,JST,pcs
FM2-C868-000,XAP-02V-1,Housing,JST,pcs
FM2-C865-000,UL 10272 AWG26 VIOLET,Wire,HITACHI,meter
FM2-C865-000,2-353293-8 (VS1-7208-008),Connector,TYCO,pcs
FM2-C865-000,T18R-V0,Binder,TYTON,pcs
FM2-C916-000,UL 1007 AWG24 RED,Wire,HITACHI,meter
FM2-C916-000,UL 1007 AWG24 BLUE,Wire,HITACHI,meter
FM2-C916-000,179228-8,Housing,TYCO,pcs
FM2-C916-000,XAP-04V-1,Housing,JST,pcs
FM2-C916-000,179227-1,Terminal,TYCO,pcs
FM2-C916-000,SXA-01T-P0.6,Terminal,TYCO,pcs
FM1-Z939-000,UL 1061 AWG22 YELLOW,Wire,HITACHI,meter
FM1-Z939-000,UL 1061 AWG22 BLUE,Wire,HITACHI,meter
FM1-Z939-000,UL 1061 AWG22 RED,Wire,HITACHI,meter
FM1-Z939-000,UL 1061 AWG22 BLACK,Wire,HITACHI,meter
FM1-Z939-000,SIN-01T-1.8,Terminal,JST,pcs
FM1-Z939-000,179227-1,Terminal,TYCO,pcs
FM1-Z939-000,179228-6,Housing,TYCO,pcs
FM2-C858-000 rev.05,UL 10272 AWG26 BLUE,Wire,HITACHI,meter
FM2-C858-000 rev.05,UL 2725-SD IPx28AWG+2x28AWG LF,Wire,HITACHI,meter
FM2-C858-000 rev.05,SPH-11-1554 (UL 2725 AWG28),Wire,SHIN DIN CABLE,meter
FM2-C858-000 rev.05,353908-5,Housing ,TYCO,pcs
FM2-C858-000 rev.05,353907-1,Terminal,TYCO,pcs
FM2-C858-000 rev.05,SUMITUBE F2(Z) 8x0.25 BLACK,Tube,SUMITOMO,pcs
FM2-C858-000 rev.05,LLS227N-B18,Solder Bar,SOLDER COAT,kg
FM2-C858-001,UL 10272 AWG26 BLUE,Wire,HITACHI,meter
FM2-C858-001,SPH-11-1554 (UL 2725 AWG28),Wire,SHIN DIN CABLE,meter
FM2-C858-001,353908-5,Housing ,TYCO,pcs
FM2-C858-001,353907-1,Terminal,TYCO,pcs
FM2-C858-001,SUMITUBE F2(Z) 8x0.25 BLACK,Tube,SUMITOMO,meter
FM2-C858-001,LLS227N-B18,Solder Bar,SOLDER COAT,kg
FM2-C864-000 rev.05,UL 10272 AWG26 BLUE,Wire,HITACHI,meter
FM2-C864-000 rev.05,UL 2725-SD IPx28AWG+2x28AWG LF,Wire,HITACHI,meter
FM2-C864-000 rev.05,353908-5,Housing ,TYCO,pcs
FM2-C864-000 rev.05,353907-1,Terminal,TYCO,pcs
FM2-C864-000 rev.05,SUMITUBE F2(Z) 8x0.25 BLACK,Tube,SUMITOMO,meter
FM2-C864-000 rev.05,LLS227N-B18,Solder Bar,SOLDER COAT,kg
FM2-C864-001,UL 10272 AWG26 BLUE,Wire,HITACHI,meter
FM2-C864-001,SPH-11-1554 (UL 2725 AWG28),Cable,SHIN DIN CABLE,meter
FM2-C864-001,UL 2725-SD IPx28AWG+2x28AWG LF,Cable,HITACHI,meter
FM2-C864-001,353908-5,Housing ,TYCO,pcs
FM2-C864-001,353907-1,Terminal,TYCO,pcs
FM2-C864-001,SUMITUBE F2(Z) 8x0.25 BLACK,Tube,SUMITOMO,meter
FM2-C864-001,LLS227N-B18,Solder Bar,SOLDER COAT,kg
FM2-B966-000 rev04,UL 10272 AWG26 BLUE,Wire,HITACHI,meter
FM2-B966-000 rev04,UL 2725-SD IPx28AWG+2x28AWG LF,Cable,HITACHI,meter
FM2-B966-000 rev04,353908-5,Housing ,TYCO,pcs
FM2-B966-000 rev04,353907-1,Terminal,TYCO,pcs
FM2-B966-000 rev04,SUMITUBE F2(Z) 8x0.25 BLACK,Tube,SUMITOMO,meter
FM2-B966-000 rev04,T18R-V0,Binder,TYTON,pcs
FM2-B966-000 rev04,LLS227N-B18,Solder Bar,SOLDER COAT,kg
FM2-B966-001,UL 10272 AWG26 BLUE,Wire,HITACHI,meter
FM2-B966-001,SPH-11-1554 (UL 2725 AWG28),Wire,SHIN DIN CABLE,meter
FM2-B966-001,353908-5,Housing ,TYCO,pcs
FM2-B966-001,353907-1,Terminal,TYCO,pcs
FM2-B966-001,SUMITUBE F2(Z) 8x0.25 BLACK,Tube,SUMITOMO,meter
FM2-B966-001,T18R-V0,Binder,TYTON,pcs
FM2-B966-001,LLS227N-B18,Solder Bar,SOLDER COAT,kg
FM2-B963-000,UL 10272 AWG26 VIOLET,Wire,HITACHI,meter
FM2-B963-000,2-353293-8 (VS1-7208-008),Connector,TYCO,pcs
